task_id,release_minute,decision_step,origin,destination
1545,780.8333333333334,52,S4,Q3
1546,781.9833333333333,52,Q4,S8
1547,782.3,52,S8,Q2
1548,782.7166666666667,52,S7,Q2
1549,783.4,52,Q2,S4
1550,784.8333333333334,52,S11,Q3
1551,785.0166666666667,52,Q4,S2
1552,785.5833333333334,52,S7,Q2
1553,786.3666666666667,52,Q4,S3
1554,786.5333333333333,52,S7,Q2
1555,786.8666666666667,52,S11,Q3
1556,787.35,52,Q4,S3
1557,788.3166666666667,52,S11,Q3
1558,788.7833333333333,52,Q4,S3
1559,788.9166666666666,52,Q4,S8
1560,788.9833333333333,52,S11,Q2
1561,789.1666666666666,52,Q2,S11
1562,790.25,52,Q4,S8
1563,791.3666666666667,52,Q4,S4
1564,792.05,52,S11,Q3
1565,792.4333333333333,52,S10,Q2
1566,792.9666666666667,52,S7,Q2
1567,792.9833333333333,52,S11,Q2
1568,793.1166666666667,52,Q4,S3
1569,793.3,52,Q3,S1
1570,793.7333333333333,52,S10,Q2
1571,794.2333333333333,52,S11,Q3
1572,794.95,52,S11,Q2
1573,795.1166666666667,53,S11,Q3
1574,795.1833333333333,53,Q4,S4
1575,795.3666666666667,53,Q3,S4
1576,795.7,53,Q3,S8
1577,795.7666666666667,53,S7,Q2
1578,796.1833333333333,53,S7,Q2
1579,796.4166666666666,53,Q3,S5
1580,796.5,53,Q4,S8
1581,797.3333333333334,53,Q3,S8
1582,797.9,53,S7,Q2
1583,798.5666666666667,53,S11,Q3
1584,798.8333333333334,53,Q4,S8
1585,798.8333333333334,53,Q3,S4
1586,798.9333333333333,53,S7,Q2
1587,799.0666666666667,53,S11,Q3
1588,799.55,53,Q3,S1
1589,799.8333333333334,53,Q4,S3
1590,799.9833333333333,53,Q4,S5
1591,800.8666666666667,53,Q3,S1
1592,801.5833333333334,53,S7,Q2
1593,801.75,53,Q3,S1
1594,802.45,53,Q3,S5
1595,803.0166666666667,53,S7,Q2
1596,803.1166666666667,53,S11,Q3
1597,803.1333333333333,53,Q2,S5
1598,804.0666666666667,53,Q2,S4
1599,804.1,53,Q3,S8
1600,804.2166666666667,53,S7,Q2
1601,804.6166666666667,53,Q3,S4
1602,804.75,53,S7,Q2
1603,805.2333333333333,53,S5,Q2
1604,805.3166666666667,53,Q3,S4
1605,805.6,53,Q3,S4
1606,806.0166666666667,53,Q4,S4
1607,806.35,53,S5,Q2
1608,806.5666666666667,53,Q3,S1
1609,806.6833333333333,53,Q3,S1
1610,807.3666666666667,53,S11,Q3
1611,808.0666666666667,53,S7,Q2
1612,808.4833333333333,53,Q3,S1
1613,810.3,54,Q3,S5
1614,810.6333333333333,54,S11,Q3
1615,810.6833333333333,54,Q3,S1
1616,810.9,54,S11,Q3
1617,811.7833333333333,54,S7,Q2
1618,812.75,54,Q4,S2
1619,812.75,54,Q4,S2
1620,813.3333333333334,54,Q3,S4
1621,814.1333333333333,54,Q3,S10
1622,814.4666666666667,54,S7,Q2
1623,814.4833333333333,54,Q3,S2
1624,815.4333333333333,54,S11,Q3
1625,815.6166666666667,54,Q3,S1
1626,815.6333333333333,54,Q4,S5
1627,815.6333333333333,54,Q4,S5
1628,816.0333333333333,54,S11,Q3
1629,816.4833333333333,54,S10,Q2
1630,817.45,54,Q2,S1
1631,817.6833333333333,54,Q4,S8
1632,818.1,54,Q3,S2
1633,818.3,54,S7,Q2
1634,819.0333333333333,54,S11,Q3
1635,819.1166666666667,54,Q3,S8
1636,819.4166666666666,54,S7,Q2
1637,819.65,54,Q3,S2
1638,821.6333333333333,54,Q3,S3
1639,822.6166666666667,54,Q3,S2
1640,822.6666666666666,54,Q4,S2
1641,823.4833333333333,54,Q3,S7
1642,823.8333333333334,54,Q3,S1
1643,823.95,54,S11,Q3
1644,824.2833333333333,54,S7,Q2
1645,825.9333333333333,55,Q3,S10
1646,826.6166666666667,55,Q4,S3
1647,826.7333333333333,55,Q4,S2
1648,826.8166666666667,55,S4,Q3
1649,826.9333333333333,55,Q3,S1
1650,827.5,55,S7,Q2
1651,827.7333333333333,55,Q3,S5
1652,828.9333333333333,55,Q3,S10
1653,829.3,55,Q3,S5
1654,829.3333333333334,55,Q4,S4
1655,829.6833333333333,55,Q4,S3
1656,830.2333333333333,55,S11,Q2
1657,830.65,55,S7,Q2
1658,830.85,55,Q3,S8
1659,831.2833333333333,55,Q3,S10
1660,831.3166666666667,55,Q3,S7
1661,832.2833333333333,55,Q3,S11
1662,832.3833333333333,55,Q3,S4
1663,833.5666666666667,55,S11,Q3
1664,833.5833333333334,55,Q3,S10
1665,833.8333333333334,55,S11,Q2
1666,833.9166666666666,55,Q3,S4
1667,834.0166666666667,55,S1,Q2
1668,834.5833333333334,55,Q3,S1
1669,834.6,55,Q3,S1
1670,835.4833333333333,55,Q3,S8
1671,836.0,55,Q3,S8
1672,837.55,55,Q3,S8
1673,838.1333333333333,55,Q3,S5
1674,838.2,55,Q3,S1
1675,840.4,56,Q3,S1
1676,841.3166666666667,56,Q3,S2
1677,841.75,56,Q3,S2
1678,842.2166666666667,56,Q3,S1
1679,842.5833333333334,56,Q3,S9
1680,842.6166666666667,56,Q3,S2
1681,843.35,56,Q3,S9
1682,843.5333333333333,56,Q3,S5
1683,843.55,56,Q3,S7
1684,844.3666666666667,56,Q2,S11
1685,844.5666666666667,56,Q3,S3
1686,845.4,56,Q2,S11
1687,845.5,56,Q3,S1
1688,845.5,56,Q3,S1
1689,845.6333333333333,56,Q3,S8
1690,845.75,56,Q2,S11
1691,847.2666666666667,56,Q4,S2
1692,847.3666666666667,56,Q3,S1
1693,847.3666666666667,56,Q3,S4
1694,847.7166666666667,56,Q3,S8
1695,847.7166666666667,56,Q3,S8
1696,848.0166666666667,56,Q3,S10
1697,848.2833333333333,56,Q2,S10
1698,848.8833333333333,56,Q3,S4
1699,848.9166666666666,56,Q4,S2
1700,849.0833333333334,56,Q2,S11
1701,849.1333333333333,56,Q2,S11
1702,849.2166666666667,56,Q3,S2
1703,849.2166666666667,56,Q3,S2
1704,850.5666666666667,56,Q2,S1
1705,851.5166666666667,56,Q2,S2
1706,851.7333333333333,56,Q2,S4
1707,852.15,56,Q3,S1
1708,852.5333333333333,56,Q2,S2
1709,852.9,56,Q3,S5
1710,853.25,56,Q2,S4
1711,853.3666666666667,56,Q2,S11
1712,853.9333333333333,56,Q3,S1
1713,854.0833333333334,56,Q3,S5
1714,854.1,56,Q3,S4
1715,855.2,57,Q4,S10
1716,855.3,57,Q3,S5
1717,855.7666666666667,57,Q4,S10
1718,856.7,57,Q2,S5
1719,856.8166666666667,57,Q3,S1
1720,856.9666666666667,57,Q2,S5
1721,857.7333333333333,57,Q3,S2
1722,859.1,57,Q3,S10
1723,859.7166666666667,57,Q2,S5
1724,859.8,57,Q3,S2
1725,860.1833333333333,57,Q4,S4
1726,861.15,57,Q2,S11
1727,861.25,57,Q3,S8
1728,861.6666666666666,57,Q2,S7
1729,862.2166666666667,57,Q3,S8
1730,862.2166666666667,57,Q3,S8
1731,862.6,57,Q3,S9
1732,862.6,57,Q3,S4
1733,863.2833333333333,57,Q4,S11
1734,863.4166666666666,57,Q3,S7
1735,863.55,57,Q3,S2
1736,864.0666666666667,57,Q3,S2
1737,864.4666666666667,57,Q3,S10
1738,864.4666666666667,57,Q3,S10
1739,865.8166666666667,57,Q2,S1
1740,866.5833333333334,57,Q3,S5
1741,867.3666666666667,57,Q3,S2
1742,867.5333333333333,57,Q3,S3
1743,868.15,57,Q3,S10
1744,868.7,57,Q2,S5
1745,868.8166666666667,57,Q2,S2
1746,869.55,57,Q4,S2
1747,870.2833333333333,58,Q3,S1
1748,870.3166666666667,58,Q2,S2
1749,870.8,58,Q3,S1
1750,871.7166666666667,58,Q3,S2
1751,874.1666666666666,58,Q4,S1
1752,874.6,58,Q3,S2
1753,874.9,58,Q3,S9
1754,875.55,58,Q2,S3
1755,875.55,58,Q2,S10
1756,875.65,58,Q4,S4
1757,875.8666666666667,58,Q3,S3
1758,876.2333333333333,58,Q3,S2
1759,877.1666666666666,58,Q2,S11
1760,877.55,58,Q3,S2
1761,877.8166666666667,58,Q2,S3
1762,879.7166666666667,58,Q2,S10
1763,879.7166666666667,58,Q2,S10
1764,880.55,58,Q3,S7
1765,880.6,58,Q3,S4
1766,880.8666666666667,58,Q3,S2
1767,881.7333333333333,58,Q3,S2
1768,882.2333333333333,58,Q3,S7
1769,882.7166666666667,58,Q4,S2
1770,883.2666666666667,58,Q3,S11
1771,883.2833333333333,58,Q3,S2
1772,884.6,58,Q3,S3
1773,886.3666666666667,59,Q3,S7
1774,886.9333333333333,59,Q3,S3
1775,887.8833333333333,59,Q3,S3
1776,888.8833333333333,59,Q3,S5
1777,889.05,59,Q3,S3
1778,889.6666666666666,59,Q2,S1
1779,889.6666666666666,59,Q2,S9
1780,889.7666666666667,59,Q4,S2
1781,890.4666666666667,59,Q3,S4
1782,890.6166666666667,59,Q3,S2
1783,891.1666666666666,59,Q2,S10
1784,891.1666666666666,59,Q2,S2
1785,891.55,59,Q3,S2
1786,892.3166666666667,59,Q3,S2
1787,892.8,59,Q3,S10
1788,892.8833333333333,59,Q2,S10
1789,892.8833333333333,59,Q2,S10
1790,893.6,59,Q3,S1
1791,894.3833333333333,59,Q3,S8
1792,894.7666666666667,59,Q3,S2
1793,895.2833333333333,59,Q2,S4
1794,895.8166666666667,59,Q3,S5
1795,896.4,59,Q3,S2
1796,896.5833333333334,59,Q4,S2
1797,897.1833333333333,59,Q3,S4
1798,897.2,59,Q3,S9
1799,897.2333333333333,59,Q2,S5
1800,897.2333333333333,59,Q2,S10
1801,898.1,59,Q3,S2
1802,899.3333333333334,59,Q3,S10
1803,899.4,59,Q2,S1
1804,899.6666666666666,59,Q3,S8
1805,899.7166666666667,59,Q3,S4
1806,900.55,60,Q3,S1
1807,901.8166666666667,60,Q3,S10
1808,903.1,60,Q2,S5
1809,903.65,60,Q3,S8
1810,904.6666666666666,60,Q4,S7
1811,904.7333333333333,60,Q3,S1
1812,905.7833333333333,60,Q3,S2
1813,905.9166666666666,60,Q2,S4
1814,906.2666666666667,60,Q3,S2
1815,906.7,60,Q3,S4
1816,906.7,60,Q3,S10
1817,906.9666666666667,60,Q2,S1
1818,908.9833333333333,60,Q3,S2
1819,908.9833333333333,60,Q3,S4
1820,909.0833333333334,60,Q4,S2
1821,910.8333333333334,60,Q3,S2
1822,911.5166666666667,60,Q3,S2
1823,911.7833333333333,60,Q2,S8
1824,912.45,60,Q3,S11
1825,912.45,60,Q3,S3
1826,912.45,60,Q3,S8
1827,912.5333333333333,60,Q2,S11
1828,913.4,60,Q3,S7
1829,914.0833333333334,60,Q4,S2
1830,914.1166666666667,60,Q3,S1
1831,914.3333333333334,60,Q3,S7
1832,914.5,60,Q2,S1
1833,914.5,60,Q3,S2
1834,914.8,60,Q3,S3
1835,915.5333333333333,61,Q3,S2
1836,916.3,61,Q2,S11
1837,916.3,61,Q2,S11
1838,916.7666666666667,61,Q3,S2
1839,916.8333333333334,61,Q4,S10
1840,918.3333333333334,61,Q3,S1
1841,918.3333333333334,61,Q3,S7
1842,918.4333333333333,61,Q2,S2
1843,918.7333333333333,61,Q3,S9
1844,918.7833333333333,61,Q3,S2
1845,918.8166666666667,61,Q4,S1
1846,920.4666666666667,61,Q3,S1
1847,920.4666666666667,61,Q3,S11
1848,920.6,61,Q2,S10
1849,920.6,61,Q2,S10
1850,920.9333333333333,61,Q3,S1
1851,921.4333333333333,61,Q3,S11
1852,921.4333333333333,61,Q3,S12
1853,922.2333333333333,61,Q3,S7
1854,922.3666666666667,61,Q3,S9
1855,923.1666666666666,61,Q2,S5
1856,923.65,61,Q3,S1
1857,924.8166666666667,61,Q3,S11
1858,924.8166666666667,61,Q3,S4
1859,925.25,61,Q3,S10
1860,927.1166666666667,61,Q3,S1
1861,927.1166666666667,61,Q3,S11
1862,928.0166666666667,61,Q4,S7
1863,928.75,61,Q3,S10
1864,929.2666666666667,61,Q3,S7
1865,929.2666666666667,61,Q3,S7
1866,929.2666666666667,61,Q2,S11
1867,929.3833333333333,61,Q3,S4
1868,929.5,61,Q3,S10
1869,929.6333333333333,61,Q2,S12
1870,929.6333333333333,61,Q2,S11
1871,931.05,62,Q3,S1
1872,931.4666666666667,62,Q4,S5
1873,932.4,62,Q3,S4
1874,932.5333333333333,62,Q3,S4
1875,932.5333333333333,62,Q3,S4
1876,932.6166666666667,62,Q2,S2
1877,932.6166666666667,62,Q2,S2
1878,933.2833333333333,62,Q3,S10
1879,933.3333333333334,62,Q3,S9
1880,933.3666666666667,62,Q2,S8
1881,934.85,62,Q3,S1
1882,935.1,62,Q3,S11
1883,935.1,62,Q3,S11
1884,935.6333333333333,62,Q3,S11
1885,935.9666666666667,62,Q3,S11
1886,935.9666666666667,62,Q3,S11
1887,936.25,62,Q4,S2
1888,937.2333333333333,62,Q2,S11
1889,937.2333333333333,62,Q2,S12
1890,937.25,62,Q4,S2
1891,937.5166666666667,62,Q3,S11
1892,937.6666666666666,62,Q3,S1
1893,937.6666666666666,62,Q3,S1
1894,938.25,62,Q3,S4
1895,939.2,62,Q3,S8
1896,939.3666666666667,62,Q3,S10
1897,939.65,62,Q3,S2
1898,939.7666666666667,62,Q2,S1
1899,939.7666666666667,62,Q2,S1
1900,941.0666666666667,62,Q3,S1
1901,941.0666666666667,62,Q3,S11
1902,941.3,62,Q3,S1
1903,941.6833333333333,62,Q3,S4
1904,941.95,62,Q2,S1
1905,942.85,62,Q4,S2
1906,942.9166666666666,62,Q2,S10
1907,942.9166666666666,62,Q2,S10
1908,943.4,62,Q3,S3
1909,944.1333333333333,62,Q3,S10
1910,944.1333333333333,62,Q3,S10
1911,944.3333333333334,62,Q3,S4
1912,945.1833333333333,63,Q3,S10
1913,945.4666666666667,63,Q3,S1
1914,945.4666666666667,63,Q3,S8
1915,946.1,63,Q2,S11
1916,947.1166666666667,63,Q3,S3
1917,947.65,63,Q3,S10
1918,947.65,63,Q3,S10
1919,948.5,63,Q3,S2
1920,948.95,63,Q3,S2
1921,949.1666666666666,63,Q2,S11
1922,949.5333333333333,63,Q3,S3
1923,949.5833333333334,63,Q2,S7
1924,949.5833333333334,63,Q2,S7
1925,950.0166666666667,63,Q4,S7
1926,950.25,63,Q3,S10
1927,950.7666666666667,63,Q3,S8
1928,950.7666666666667,63,Q3,S8
1929,951.8166666666667,63,Q3,S2
1930,952.75,63,Q3,S4
1931,952.75,63,Q3,S4
1932,953.75,63,Q3,S1
1933,953.8166666666667,63,Q2,S8
1934,953.9333333333333,63,Q3,S2
1935,954.6666666666666,63,Q2,S11
1936,954.6666666666666,63,Q2,S11
1937,954.85,63,Q4,S2
1938,955.6833333333333,63,Q3,S1
1939,955.8166666666667,63,Q2,S2
1940,956.65,63,Q3,S11
1941,957.0,63,Q3,S1
1942,957.0,63,Q3,S1
1943,957.1833333333333,63,Q3,S2
1944,957.3833333333333,63,Q2,S1
1945,957.3833333333333,63,Q2,S7
1946,957.5166666666667,63,Q3,S2
1947,957.5833333333334,63,Q2,S10
1948,958.4,63,Q3,S1
1949,959.3833333333333,63,Q4,S5
1950,959.7833333333333,63,Q3,S11
1951,959.7833333333333,63,Q3,S1
1952,960.2166666666667,64,Q2,S8
1953,960.2833333333333,64,Q3,S2
1954,960.4833333333333,64,Q3,S8
1955,961.3166666666667,64,Q3,S10
1956,961.3166666666667,64,Q3,S10
1957,961.7,64,Q3,S11
1958,961.8166666666667,64,Q2,S11
1959,961.8166666666667,64,Q2,S11
1960,963.7666666666667,64,Q4,S2
1961,965.0,64,Q3,S1
1962,965.1,64,Q3,S10
1963,965.1,64,Q3,S10
1964,965.7166666666667,64,Q3,S4
1965,966.0166666666667,64,Q2,S11
1966,966.3666666666667,64,Q2,S5
1967,966.3666666666667,64,Q2,S5
1968,967.0166666666667,64,Q3,S4
1969,967.2166666666667,64,Q2,S5
1970,967.2166666666667,64,Q2,S5
1971,968.4333333333333,64,Q3,S7
1972,969.35,64,Q3,S8
1973,969.35,64,Q3,S8
1974,969.5666666666667,64,Q4,S4
1975,970.6333333333333,64,Q2,S1
1976,970.65,64,Q3,S1
1977,971.0166666666667,64,Q2,S8
1978,971.6333333333333,64,Q2,S1
1979,971.6333333333333,64,Q2,S1
1980,971.6666666666666,64,Q3,S1
1981,972.0,64,Q3,S12
1982,972.0,64,Q3,S11
1983,972.0166666666667,64,Q3,S1
1984,974.15,64,Q4,S5
1985,974.2833333333333,64,Q3,S11
1986,974.2833333333333,64,Q3,S11
1987,974.7166666666667,64,Q3,S5
1988,974.8,64,Q4,S11
1989,974.8666666666667,64,Q3,S7
1990,975.0833333333334,65,Q3,S2
1991,975.1,65,Q2,S8
1992,975.9333333333333,65,Q3,S10
1993,975.9666666666667,65,Q2,S10
1994,975.9666666666667,65,Q2,S10
1995,976.3833333333333,65,Q3,S5
1996,976.7833333333333,65,Q3,S4
1997,977.0,65,Q2,S1
1998,978.1333333333333,65,Q3,S1
1999,978.3333333333334,65,Q3,S10
2000,978.4166666666666,65,Q3,S4
2001,978.4166666666666,65,Q4,S4
2002,978.9333333333333,65,Q3,S2
2003,979.2833333333333,65,Q3,S10
2004,979.3833333333333,65,Q2,S1
2005,979.3833333333333,65,Q2,S5
2006,981.5666666666667,65,Q3,S10
2007,981.7666666666667,65,Q3,S1
2008,981.9,65,Q3,S8
2009,983.4666666666667,65,Q3,S2
2010,983.7166666666667,65,Q2,S5
2011,983.7166666666667,65,Q2,S1
2012,984.0,65,Q4,S10
2013,985.3333333333334,65,Q2,S3
2014,985.35,65,Q3,S3
2015,986.2666666666667,65,Q3,S1
2016,987.1,65,Q2,S8
2017,987.3666666666667,65,Q2,S8
2018,987.3666666666667,65,Q2,S8
2019,987.4,65,Q4,S4
2020,987.75,65,Q3,S8
2021,987.7833333333333,65,Q4,S1
2022,988.9833333333333,65,Q3,S2
2023,989.0666666666667,65,Q3,S3
2024,989.5,65,Q2,S10
2025,989.5,65,Q2,S10
2026,989.5833333333334,65,Q2,S10
2027,989.5833333333334,65,Q2,S10
2028,989.7333333333333,65,Q2,S8
2029,990.6166666666667,66,Q3,S7
2030,991.1833333333333,66,Q3,S2
2031,991.5666666666667,66,Q3,S4
2032,992.0,66,Q3,S1
2033,992.3833333333333,66,Q3,S10
2034,992.55,66,Q2,S2
2035,992.55,66,Q2,S2
2036,993.1333333333333,66,Q4,S4
2037,993.55,66,Q2,S11
2038,994.65,66,Q3,S7
2039,995.25,66,Q3,S4
2040,995.65,66,Q2,S7
2041,995.65,66,Q2,S3
2042,996.0666666666667,66,Q3,S3
2043,996.6166666666667,66,Q3,S7
2044,996.6666666666666,66,Q3,S1
2045,997.0166666666667,66,Q3,S1
2046,997.8166666666667,66,Q2,S11
2047,999.4666666666667,66,Q3,S1
2048,1000.2333333333333,66,Q2,S11
2049,1000.3,66,Q3,S11
2050,1000.3,66,Q3,S11
2051,1001.1666666666666,66,Q3,S8
2052,1001.1666666666666,66,Q3,S11
2053,1001.9833333333333,66,Q3,S9
2054,1002.0,66,Q2,S12
2055,1002.0,66,Q2,S12
2056,1002.0333333333333,66,Q2,S10
2057,1002.0333333333333,66,Q2,S10
2058,1002.3333333333334,66,Q3,S2
2059,1002.5666666666667,66,Q4,S2
2060,1003.4,66,Q3,S2
2061,1003.6166666666667,66,Q2,S11
2062,1005.2,67,Q3,S7
2063,1006.7666666666667,67,Q2,S9
2064,1007.0833333333334,67,Q2,S2
2065,1007.0833333333334,67,Q2,S2
2066,1013.35,67,Q4,S11
2067,1013.5,67,Q2,S11
2068,1014.0,67,Q4,S2
2069,1015.0,67,Q3,S11
2070,1015.0,67,Q3,S1
2071,1015.0166666666667,67,Q4,S10
2072,1015.5,67,Q2,S5
2073,1016.2166666666667,67,Q4,S2
2074,1016.7166666666667,67,Q2,S3
2075,1017.0666666666667,67,Q3,S1
2076,1017.3,67,Q3,S2
2077,1017.8333333333334,67,Q2,S11
2078,1017.9,67,S10,Q3
2079,1018.1166666666667,67,Q3,S1
2080,1018.1666666666666,67,Q3,S7
2081,1018.1666666666666,67,Q3,S7
2082,1018.7666666666667,67,Q2,S10
2083,1019.0833333333334,67,Q3,S5
2084,1019.95,67,S10,Q3
2085,1020.9666666666667,68,Q3,S4
2086,1021.6166666666667,68,Q3,S8
2087,1021.7833333333333,68,S11,Q3
2088,1021.9333333333333,68,Q3,S1
2089,1022.0,68,Q2,S5
2090,1022.1,68,S10,Q3
2091,1022.5,68,Q3,S4
2092,1022.7,68,Q3,S3
2093,1022.9,68,S10,Q3
2094,1022.95,68,Q3,S3
2095,1023.1166666666667,68,Q3,S4
2096,1023.9833333333333,68,S11,Q3
2097,1024.85,68,Q3,S10
2098,1025.5,68,Q3,S8
2099,1025.8166666666666,68,Q2,S10
2100,1025.8166666666666,68,Q2,S10
2101,1027.25,68,Q3,S5
2102,1027.3,68,Q2,S8
2103,1027.6666666666667,68,Q3,S1
2104,1027.9333333333334,68,S11,Q3
2105,1028.2333333333333,68,Q3,S1
2106,1028.5833333333333,68,Q4,S2
2107,1028.7,68,Q3,S10
2108,1029.1833333333334,68,Q2,S7
2109,1029.1833333333334,68,Q2,S10
2110,1029.6,68,Q4,S4
2111,1029.6666666666667,68,Q3,S2
2112,1030.6666666666667,68,S11,Q3
2113,1031.2833333333333,68,Q2,S1
2114,1031.75,68,Q3,S1
2115,1032.4166666666667,68,Q3,S1
2116,1032.4166666666667,68,Q3,S1
2117,1032.6,68,Q3,S11
2118,1032.6,68,Q3,S11
2119,1034.05,68,Q3,S2
2120,1034.4666666666667,68,Q3,S1
2121,1034.9,68,Q3,S1
2122,1036.2666666666667,69,Q2,S10
2123,1036.2666666666667,69,Q2,S7
2124,1036.4666666666667,69,Q4,S2
2125,1036.6666666666667,69,Q3,S8
2126,1036.6666666666667,69,Q3,S3
2127,1036.8,69,Q2,S4
2128,1037.4,69,Q3,S5
2129,1037.5,69,Q3,S1
2130,1037.7833333333333,69,Q3,S5
2131,1037.8333333333333,69,Q2,S2
2132,1037.8333333333333,69,Q2,S2
2133,1037.8666666666666,69,Q3,S2
2134,1038.1166666666666,69,Q4,S2
2135,1039.15,69,Q3,S11
2136,1039.15,69,Q3,S11
2137,1040.0166666666667,69,S10,Q3
2138,1040.7666666666667,69,Q3,S2
2139,1040.8333333333333,69,Q3,S1
2140,1041.1666666666667,69,Q2,S10
2141,1041.1666666666667,69,Q2,S10
2142,1041.4166666666667,69,Q3,S11
2143,1041.4166666666667,69,Q3,S1
2144,1042.2333333333333,69,Q3,S1
2145,1042.5833333333333,69,Q2,S10
2146,1042.5833333333333,69,Q2,S10
2147,1042.6166666666666,69,S10,Q3
2148,1042.65,69,S11,Q3
2149,1043.0166666666667,69,Q2,S7
2150,1043.35,69,Q3,S1
2151,1043.75,69,Q3,S1
2152,1044.0166666666667,69,Q3,S10
2153,1044.0166666666667,69,Q3,S11
2154,1044.4333333333334,69,Q3,S1
2155,1044.7166666666667,69,Q2,S2
2156,1044.7166666666667,69,Q2,S10
2157,1044.7833333333333,69,Q3,S5
2158,1044.7833333333333,69,Q3,S8
2159,1044.9,69,Q4,S1
2160,1045.45,69,Q3,S8
2161,1045.45,69,Q3,S10
2162,1046.1,69,S11,Q3
2163,1046.4333333333334,69,Q2,S10
2164,1046.4333333333334,69,Q2,S10
2165,1046.8333333333333,69,Q2,S10
2166,1046.8333333333333,69,Q2,S10
2167,1047.55,69,Q3,S1
2168,1049.25,69,S11,Q3
2169,1050.5833333333333,70,Q3,S11
2170,1050.5833333333333,70,Q3,S11
2171,1051.95,70,Q3,S1
2172,1051.95,70,Q3,S11
2173,1052.7166666666667,70,S11,Q3
2174,1052.95,70,Q3,S3
2175,1053.1833333333334,70,Q3,S11
2176,1053.1833333333334,70,Q3,S11
2177,1053.3666666666666,70,Q2,S2
2178,1053.7166666666667,70,S11,Q3
2179,1054.4,70,Q4,S3
2180,1054.4333333333334,70,Q2,S10
2181,1054.4333333333334,70,Q2,S1
2182,1054.7833333333333,70,Q3,S8
2183,1054.7833333333333,70,Q3,S11
2184,1054.8166666666666,70,Q2,S7
2185,1055.1166666666666,70,Q3,S11
2186,1055.1166666666666,70,Q3,S8
2187,1056.5166666666667,70,S11,Q3
2188,1056.6166666666666,70,Q3,S1
2189,1056.6166666666666,70,Q3,S8
2190,1057.4,70,Q4,S2
2191,1057.5833333333333,70,Q3,S8
2192,1057.5833333333333,70,Q3,S8
2193,1058.9166666666667,70,Q2,S5
2194,1058.9166666666667,70,Q2,S10
2195,1059.4,70,Q4,S2
2196,1059.4333333333334,70,Q2,S7
2197,1059.6166666666666,70,Q3,S4
2198,1059.6166666666666,70,Q3,S4
2199,1059.85,70,Q3,S10
2200,1059.85,70,Q3,S1
2201,1061.3833333333334,70,Q2,S10
2202,1061.3833333333334,70,Q2,S2
2203,1061.9166666666667,70,Q3,S4
2204,1061.9166666666667,70,Q3,S4
2205,1062.25,70,S5,Q3
2206,1062.4,70,Q3,S1
2207,1062.4,70,Q3,S5
2208,1063.1333333333334,70,Q3,S7
2209,1063.1333333333334,70,Q3,S2
2210,1063.5,70,Q3,S1
2211,1064.2666666666667,70,Q3,S7
2212,1064.2666666666667,70,Q3,S11
2213,1064.8333333333333,70,Q2,S5
2214,1064.8333333333333,70,Q2,S10
2215,1065.2666666666667,71,Q2,S2
2216,1065.4666666666667,71,S5,Q3
2217,1065.5833333333333,71,S11,Q3
2218,1066.3333333333333,71,Q3,S2
2219,1067.05,71,Q3,S2
2220,1067.05,71,Q3,S4
2221,1067.1333333333334,71,Q2,S2
2222,1067.4666666666667,71,Q3,S1
2223,1067.6666666666667,71,S11,Q3
2224,1068.35,71,Q4,S2
2225,1069.7,71,Q3,S10
2226,1069.7,71,Q3,S4
2227,1069.7833333333333,71,S10,Q3
2228,1070.2166666666667,71,Q4,S10
2229,1070.3,71,S11,Q3
2230,1070.85,71,Q3,S1
2231,1071.2,71,Q3,S1
2232,1071.55,71,Q2,S2
2233,1071.9,71,Q3,S11
2234,1071.9,71,Q3,S1
2235,1072.0333333333333,71,Q3,S1
2236,1072.0333333333333,71,Q3,S1
2237,1072.2333333333333,71,Q3,S2
2238,1072.25,71,Q2,S1
2239,1073.15,71,S10,Q3
2240,1073.9833333333333,71,S11,Q3
2241,1074.15,71,Q3,S2
2242,1074.7166666666667,71,Q3,S5
2243,1075.2,71,S10,Q3
2244,1075.9833333333333,71,Q3,S8
2245,1075.9833333333333,71,Q3,S8
2246,1076.25,71,Q3,S11
2247,1076.25,71,Q3,S11
2248,1076.35,71,Q3,S5
2249,1076.8166666666666,71,Q2,S5
2250,1076.95,71,Q3,S5
2251,1076.95,71,Q3,S7
2252,1076.9833333333333,71,S10,Q3
2253,1078.3,71,Q3,S1
2254,1078.7333333333333,71,Q3,S8
2255,1078.7333333333333,71,Q3,S10
2256,1078.7666666666667,71,Q2,S4
2257,1079.7333333333333,71,Q3,S8
2258,1079.7333333333333,71,Q3,S8
2259,1079.8333333333333,71,Q4,S2
2260,1080.45,72,Q2,S7
2261,1080.6,72,Q3,S1
2262,1080.6,72,Q3,S10
2263,1080.9833333333333,72,Q3,S7
2264,1081.5666666666666,72,Q4,S8
2265,1083.7833333333333,72,Q3,S11
2266,1083.7833333333333,72,Q3,S1
2267,1084.5666666666666,72,Q3,S10
2268,1085.1166666666666,72,Q3,S1
2269,1085.1166666666666,72,Q3,S1
2270,1087.45,72,Q3,S1
2271,1087.6,72,Q3,S3
2272,1088.0333333333333,72,Q3,S11
2273,1088.0333333333333,72,Q3,S11
2274,1088.3166666666666,72,Q4,S2
2275,1088.7833333333333,72,Q3,S11
2276,1088.7833333333333,72,Q3,S11
2277,1088.8333333333333,72,Q3,S11
2278,1088.8333333333333,72,Q3,S11
2279,1089.3333333333333,72,Q3,S8
